x_m,y_m,w_tr_left_m,w_tr_right_m
-695.209171,-349.3212,5.738796,5.738796
-691.36145,-348.016,5.653025,5.653025
-687.612572,-347.7713,5.676391,5.676391
-684.363944,-348.0629,5.50223,5.50223
-679.507181,-348.6366,5.295616,5.295616
-675.780387,-350.0348,5.440316,5.440316
-671.271358,-351.935,5.491365,5.491365
-666.808696,-353.8537,5.504824,5.504824
-662.340353,-355.7958,5.509514,5.509514
-657.877387,-357.7496,5.501243,5.501243
-653.429889,-359.7373,5.455687,5.455687
-648.958674,-361.6633,5.4762,5.4762
-644.434169,-363.4382,5.656541,5.656541
-639.36254,-365.1344,5.906199,5.906199
-634.112745,-366.4922,6.032249,6.032249
-628.543324,-367.3879,5.882115,5.882115
-623.127291,-367.9511,5.635588,5.635588
-618.285532,-368.2162,5.361935,5.361935
-613.443774,-368.4813,5.088281,5.088281
-608.582806,-368.6114,4.949624,4.949624
-603.710773,-368.5907,4.961713,4.961713
-598.802483,-368.5637,4.967677,4.967677
-593.930524,-368.5252,4.961981,4.961981
-589.50218,-368.5032,4.988512,4.988512
-584.647893,-368.6719,5.208325,5.208325
-579.793779,-368.8388,5.429905,5.429905
-574.46029,-368.8683,5.496045,5.496045
-569.588393,-368.829,5.510753,5.510753
-564.716497,-368.7898,5.525461,5.525461
-559.8446,-368.7505,5.540169,5.540169
-554.938564,-368.6986,5.542566,5.542566
-550.066745,-368.6443,5.542242,5.542242
-545.1949,-368.5926,5.539323,5.539323
-540.323054,-368.5411,5.536258,5.536258
-535.477269,-368.4967,5.540148,5.540148
-530.605334,-368.4566,5.548577,5.548577
-525.733399,-368.4166,5.557006,5.557006
-520.861382,-368.3867,5.555241,5.555241
-515.497472,-368.1887,5.405377,5.405377
-510.647549,-367.9406,5.178614,5.178614
-506.213642,-367.7606,5.00377,5.00377
-501.341854,-367.7113,4.987131,4.987131
-496.470066,-367.6621,4.970493,4.970493
-491.598279,-367.6129,4.953808,4.953808
-486.726491,-367.5638,4.937071,4.937071
-481.878478,-367.5229,4.928245,4.928245
-477.006507,-367.4855,4.923313,4.923313
-472.134531,-367.45,4.91663,4.91663
-467.262548,-367.4165,4.907831,4.907831
-462.390565,-367.3831,4.899031,4.899031
-457.527984,-367.3533,4.893819,4.893819
-452.655952,-367.3245,4.889715,4.889715
-447.784222,-367.2764,4.904991,4.904991
-442.91265,-367.218,4.930507,4.930507
-438.028158,-367.1589,4.955381,4.955381
-433.156268,-367.1316,4.93712,4.93712
-428.28435,-367.1077,4.915431,4.915431
-423.412426,-367.0741,4.903406,4.903406
-418.540497,-367.0311,4.9009,4.9009
-413.668568,-366.988,4.898393,4.898393
-408.796863,-366.9336,4.907159,4.907159
-403.925709,-366.8551,4.940115,4.940115
-399.054555,-366.7766,4.973071,4.973071
-394.183011,-366.7151,4.988981,4.988981
-389.311102,-366.6696,4.988885,4.988885
-384.360777,-366.5873,4.987342,4.987342
-379.490082,-366.4698,4.98216,4.98216
-374.619278,-366.3724,4.956788,4.956788
-369.748378,-366.2927,4.913804,4.913804
-364.877479,-366.2129,4.870819,4.870819
-360.064438,-366.1447,4.848081,4.848081
-355.192665,-366.0878,4.84083,4.84083
-350.320892,-366.0309,4.833579,4.833579
-345.449111,-365.9763,4.823971,4.823971
-340.577306,-365.9283,4.807798,4.807798
-335.708967,-365.8816,4.79282,4.79282
-330.837129,-365.8353,4.778416,4.778416
-325.965291,-365.7891,4.764013,4.764013
-321.093455,-365.7456,4.74683,4.74683
-316.266109,-365.7072,4.731993,4.731993
-311.394033,-365.6878,4.736585,4.736585
-306.521956,-365.6684,4.741177,4.741177
-301.649879,-365.6491,4.745769,4.745769
-296.777803,-365.6297,4.750361,4.750361
-291.906653,-365.5805,4.784721,4.784721
-287.025293,-365.4981,4.844759,4.844759
-282.154942,-365.4139,4.902972,4.902972
-277.283844,-365.3529,4.938027,4.938027
-272.411854,-365.3194,4.94552,4.94552
-267.539865,-365.2859,4.953012,4.953012
-262.651866,-365.247,4.955137,4.955137
-257.779911,-365.2073,4.953033,4.953033
-252.907928,-365.1725,4.946119,4.946119
-248.035946,-365.1377,4.939206,4.939206
-243.163964,-365.1028,4.932292,4.932292
-238.28006,-365.0626,4.920171,4.920171
-233.408413,-364.9991,4.930156,4.930156
-228.5368,-364.9324,4.943248,4.943248
-223.665188,-364.8657,4.95634,4.95634
-218.782788,-364.7978,4.968341,4.968341
-213.911217,-364.7258,4.976137,4.976137
-209.588622,-364.8185,4.856631,4.856631
-204.71796,-365.3294,5.26164,5.26164
-199.86226,-365.6018,5.430519,5.430519
-197.011245,-365.8485,5.815403,5.815403
-193.642687,-367.1825,6.176476,6.176476
-191.215051,-369.4998,6.391637,6.391637
-188.808792,-373.3157,6.02124,6.02124
-187.774459,-376.1023,5.792358,5.792358
-186.190152,-380.7076,5.803086,5.803086
-184.425151,-385.1098,6.05049,6.05049
-181.027655,-391.0956,6.261066,6.261066
-173.176136,-395.1568,6.20916,6.20916
-164.959046,-393.8277,6.020243,6.020243
-160.231514,-392.2127,5.753337,5.753337
-155.996449,-390.4365,5.772493,5.772493
-151.056311,-388.9242,6.240097,6.240097
-146.551566,-387.0682,6.229893,6.229893
-142.046822,-385.2123,6.219689,6.219689
-137.542077,-383.3563,6.209486,6.209486
-133.044668,-381.5065,6.198474,6.198474
-128.535504,-379.6615,6.183713,6.183713
-124.02634,-377.8164,6.168953,6.168953
-119.517175,-375.9713,6.154192,6.154192
-115.008011,-374.1262,6.139431,6.139431
-110.466977,-372.2545,6.112348,6.112348
-105.96167,-370.4009,6.075307,6.075307
-101.456199,-368.5478,6.037812,6.037812
-96.950728,-366.6947,6.000317,6.000317
-92.41271,-364.8149,5.950972,5.950972
-87.913974,-362.9467,5.896965,5.896965
-83.130266,-360.4094,5.364698,5.364698
-79.149666,-358.7819,5.299924,5.299924
-74.641988,-356.9339,5.265658,5.265658
-70.13431,-355.086,5.231392,5.231392
-65.626632,-353.238,5.197126,5.197126
-61.118954,-351.3901,5.16286,5.16286
-56.638491,-349.5485,5.145096,5.145096
-52.129983,-347.7017,5.135781,5.135781
-47.621474,-345.8549,5.126467,5.126467
-43.112966,-344.0081,5.117153,5.117153
-38.604458,-342.1613,5.107839,5.107839
-34.0943,-340.3186,5.094074,5.094074
-29.582888,-338.4791,5.076929,5.076929
-25.039865,-336.6103,5.044913,5.044913
-20.536149,-334.7529,5.008271,5.008271
-16.032432,-332.8954,4.971629,4.971629
-11.528716,-331.038,4.934987,4.934987
-6.81744,-328.9806,4.988822,4.988822
-2.416196,-326.8927,4.939985,4.939985
1.985048,-324.8047,4.891149,4.891149
6.386292,-322.7168,4.842313,4.842313
10.718375,-320.5064,4.933868,4.933868
15.20845,-317.9456,5.000664,5.000664
19.42672,-315.5092,5.051282,5.051282
23.644991,-313.0728,5.1019,5.1019
28.126228,-310.4098,5.095626,5.095626
32.207643,-307.7494,5.083113,5.083113
36.287225,-305.0859,5.074218,5.074218
40.477329,-302.3249,5.04652,5.04652
44.516415,-299.6038,4.967221,4.967221
48.555501,-296.8826,4.887921,4.887921
52.580436,-294.1403,4.834118,4.834118
56.559791,-291.3296,4.862443,4.862443
60.588824,-288.4734,4.88232,4.88232
64.549058,-285.6355,4.877323,4.877323
68.509291,-282.7975,4.872325,4.872325
72.469525,-279.9595,4.867328,4.867328
76.416278,-277.1031,4.885215,4.885215
80.360487,-274.2431,4.90742,4.90742
84.415139,-271.2158,4.861712,4.861712
88.302373,-268.2813,4.790035,4.790035
92.12487,-265.2613,4.825507,4.825507
95.944174,-262.2372,4.866264,4.866264
99.763478,-259.213,4.907022,4.907022
103.582782,-256.1889,4.947779,4.947779
107.493243,-252.9353,4.937246,4.937246
111.174411,-249.7446,4.981668,4.981668
115.087231,-246.2572,4.963929,4.963929
118.643585,-242.9354,4.827303,4.827303
122.19994,-239.6137,4.690677,4.690677
125.648071,-236.2876,4.669394,4.669394
129.147115,-232.8979,4.704533,4.704533
132.646159,-229.5081,4.739672,4.739672
136.236339,-226.0127,4.769132,4.769132
139.675561,-222.5619,4.747736,4.747736
143.114783,-219.1111,4.726341,4.726341
146.554006,-215.6603,4.704945,4.704945
149.993228,-212.2095,4.683549,4.683549
153.432333,-208.7586,4.662322,4.662322
156.870464,-205.3067,4.642486,4.642486
160.308595,-201.8548,4.622651,4.622651
163.746726,-198.4029,4.602815,4.602815
167.168867,-194.9828,4.594058,4.594058
170.608136,-191.5332,4.607622,4.607622
173.93546,-187.9853,4.76988,4.76988
177.262784,-184.4375,4.932138,4.932138
180.590108,-180.8896,5.094396,5.094396
184.012941,-177.4251,5.130109,5.130109
187.459251,-173.9812,5.134717,5.134717
190.90556,-170.5373,5.139324,5.139324
194.35187,-167.0934,5.143932,5.143932
197.789148,-163.6664,5.154164,5.154164
201.241543,-160.2287,5.167437,5.167437
204.695397,-156.7924,5.178654,5.178654
208.152463,-153.3593,5.185343,5.185343
211.60953,-149.9262,5.192032,5.192032
215.066597,-146.4932,5.198721,5.198721
218.523663,-143.0601,5.20541,5.20541
221.98073,-139.627,5.212099,5.212099
225.420825,-136.2195,5.225168,5.225168
228.887687,-132.7965,5.245899,5.245899
232.406712,-129.4333,5.187424,5.187424
235.99281,-126.1469,5.027103,5.027103
239.578907,-122.8605,4.866782,4.866782
243.070711,-119.4634,4.851527,4.851527
246.558077,-116.0611,4.843098,4.843098
250.045443,-112.6588,4.83467,4.83467
253.532809,-109.2565,4.826241,4.826241
256.926768,-105.9874,4.850279,4.850279
260.468605,-102.6441,4.922175,4.922175
264.025731,-99.3184,4.970825,4.970825
267.411232,-96.3936,4.855755,4.855755
271.195624,-93.3929,4.942059,4.942059
274.963249,-90.4669,4.980378,4.980378
278.81758,-87.7324,5.042734,5.042734
282.791358,-84.9157,5.107203,5.107203
286.866695,-82.2585,4.982648,4.982648
290.521112,-80.0664,4.981609,4.981609
294.766273,-77.6888,5.126614,5.126614
299.020604,-75.3262,5.254099,5.254099
303.355315,-73.1025,5.221167,5.221167
307.552784,-71.0199,5.129885,5.129885
311.898624,-69.0562,5.12589,5.12589
316.342323,-67.0588,5.113182,5.113182
320.798733,-65.0911,5.06825,5.06825
325.255143,-63.1234,5.023318,5.023318
329.618535,-61.2242,5.003722,5.003722
334.0972,-59.3062,5.014353,5.014353
338.575566,-57.3875,5.025732,5.025732
343.053932,-55.4688,5.037111,5.037111
347.577653,-53.5119,5.0591,5.0591
352.038934,-51.5537,5.058706,5.058706
356.500215,-49.5955,5.058312,5.058312
360.96881,-47.6545,5.039249,5.039249
365.440427,-45.7205,5.012475,5.012475
369.912043,-43.7866,4.985701,4.985701
374.352407,-41.8703,4.962612,4.962612
378.831127,-39.9524,4.953358,4.953358
383.309848,-38.0345,4.944105,4.944105
387.787043,-36.113,4.938748,4.938748
392.26277,-34.188,4.937145,4.937145
396.738497,-32.2631,4.935542,4.935542
401.267551,-30.3141,4.933261,4.933261
405.731525,-28.3627,4.902771,4.902771
410.195498,-26.4114,4.872281,4.872281
414.649017,-24.436,4.868018,4.868018
419.096802,-22.4474,4.878141,4.878141
423.48361,-20.4877,4.890379,4.890379
427.944495,-18.5301,4.934107,4.934107
432.367587,-16.5465,5.016544,5.016544
437.278953,-13.181,5.349444,5.349444
441.682945,-9.432,5.225209,5.225209
445.366752,-4.3834,5.400424,5.400424
447.537453,1.4354,5.400951,5.400951
448.084566,7.6823,5.348663,5.348663
447.087773,13.6019,5.385949,5.385949
446.159442,18.0452,5.20136,5.20136
444.517613,23.4171,5.410295,5.410295
442.767917,27.962,5.485007,5.485007
440.696866,32.7829,5.482619,5.482619
438.738664,37.2438,5.449092,5.449092
436.816439,41.6727,5.433063,5.433063
434.877346,46.1422,5.417898,5.417898
432.958029,50.5853,5.410331,5.410331
431.026193,55.058,5.41622,5.41622
429.093349,59.5303,5.423208,5.423208
427.160504,64.0026,5.430195,5.430195
425.230597,68.4799,5.429985,5.429985
423.303221,72.9546,5.427957,5.427957
421.375845,77.4293,5.425929,5.425929
419.365236,82.0017,5.429431,5.429431
417.361535,86.4424,5.400667,5.400667
414.969056,90.8921,5.025081,5.025081
412.165105,95.3603,5.445699,5.445699
408.949035,99.8241,5.627943,5.627943
405.093085,104.1479,5.54964,5.54964
400.779356,107.5285,5.483213,5.483213
395.255511,110.3107,5.564872,5.564872
390.092591,112.1364,5.582078,5.582078
384.60414,113.2495,5.564432,5.564432
378.169058,113.3048,5.555879,5.555879
373.006288,112.5694,5.359353,5.359353
367.904461,111.6257,4.970102,4.970102
363.259806,110.2334,5.014231,5.014231
358.106951,108.9147,5.513656,5.513656
353.540009,107.2192,5.469172,5.469172
348.973066,105.5237,5.424689,5.424689
344.408841,103.823,5.386088,5.386088
339.850556,102.1029,5.368413,5.368413
335.292271,100.3829,5.350737,5.350737
330.733986,98.6628,5.333061,5.333061
326.175701,96.9427,5.315385,5.315385
321.618434,95.2199,5.300597,5.300597
317.08107,93.4828,5.309864,5.309864
312.529471,91.745,5.323578,5.323578
307.977871,90.0072,5.337291,5.337291
303.426233,88.2695,5.350897,5.350897
298.874265,86.5326,5.363599,5.363599
294.322298,84.7958,5.376302,5.376302
289.77033,83.0589,5.389004,5.389004
284.740283,80.931,5.238126,5.238126
280.387861,78.9905,4.979178,4.979178
276.308634,77.3272,4.870503,4.870503
271.757027,75.5894,4.881371,4.881371
267.205419,73.8515,4.89224,4.89224
262.653812,72.1137,4.903109,4.903109
258.083066,70.3723,4.905987,4.905987
253.559218,68.5802,4.958432,4.958432
249.102722,66.645,5.168539,5.168539
244.642396,64.718,5.369688,5.369688
240.083418,63.0003,5.340114,5.340114
235.563166,61.3034,5.316319,5.316319
230.996952,59.6043,5.306737,5.306737
226.430738,57.9052,5.297156,5.297156
221.864523,56.206,5.287574,5.287574
217.300584,54.5009,5.284436,5.284436
212.707178,52.7541,5.29065,5.29065
208.156766,51.0131,5.286988,5.286988
203.606355,49.272,5.283327,5.283327
199.055944,47.5309,5.279666,5.279666
194.505533,45.7899,5.276005,5.276005
189.946231,44.0406,5.267832,5.267832
185.387355,42.3234,5.228417,5.228417
180.825954,40.6132,5.181546,5.181546
176.281463,38.9115,5.13648,5.13648
171.71672,37.2097,5.098528,5.098528
167.151978,35.5078,5.060576,5.060576
162.587235,33.8059,5.022624,5.022624
158.02477,32.098,4.991133,4.991133
153.527372,30.3686,5.033348,5.033348
148.97678,28.6304,5.086051,5.086051
144.426189,26.8922,5.138753,5.138753
140.100867,25.2421,5.201643,5.201643
135.518332,23.6125,5.367528,5.367528
130.929909,21.9959,5.519375,5.519375
126.333099,20.3975,5.651224,5.651224
121.845879,18.8419,5.791874,5.791874
117.237662,17.2916,5.973003,5.973003
112.629444,15.7413,6.154132,6.154132
108.021226,14.191,6.335261,6.335261
103.378342,12.7282,6.422604,6.422604
98.84498,11.3562,6.468289,6.468289
94.171139,9.9891,6.556992,6.556992
89.484334,8.6708,6.595132,6.595132
85.104296,7.5908,6.504212,6.504212
80.346783,6.5414,6.532286,6.532286
75.585146,5.5115,6.540427,6.540427
70.950847,4.5978,6.550432,6.550432
66.16908,3.6645,6.570533,6.570533
62.034083,2.8546,6.623443,6.623443
57.251558,2.2149,6.855495,6.855495
52.406403,1.7223,6.935781,6.935781
47.988484,1.3427,7.105821,7.105821
43.13851,1.0392,7.294966,7.294966
38.27322,0.8343,7.385333,7.385333
33.407929,0.6293,7.475701,7.475701
28.537481,0.5237,7.466505,7.466505
23.666393,0.4305,7.444979,7.444979
18.811424,0.3406,7.426392,7.426392
13.940176,0.2528,7.410177,7.410177
9.068929,0.1649,7.393962,7.393962
4.197714,0.0915,7.363257,7.363257
-0.442906,0.0338,7.325394,7.325394
